Unique Poem#	Juan.Seq#	Poem Name	Poet's Name	Poet Intro	Poem Refs	Poem Commentary	Poem Content
Lu1983.278	8.48	【京兆為李燮謠】			〖《詩紀》從《樂府詩集》作京兆謠。〗	〖續《漢書》曰：李燮拜京兆。詔發西園錢。燮上封事。遂止不發。吏民愛敬。乃為此謠。○據《御覽》引李燮別傳。燮字德公。京兆人。〗	我府君。道教舉。恩如春。威如虎。剛不吐。柔不茹。愛如母。訓如父。（○《類聚》十九、《御覽》四百六十五並引續《漢書》。《樂府詩集》八十七作京兆謠。《詩紀》八。《御覽》二百五十二引李燮傳引舉、虎、父三韻。）
Lu1983.279	8.49	【靈帝末京都童謠】				〖《後漢書》曰：靈帝之末。京都童謠。至中平六年。少帝登躡至尊。獻帝未有爵號。為中侍段珪等所執。公卿百官皆隨其後。到河上。乃得來還。此為非侯非王上北邙者也。〗	侯非侯。王非王。千乘萬騎上北芒。（靈帝紀注作邙。《御覽》同。○《後漢書》五行志。《三國志》董卓傳注。《後漢書》靈帝紀注。《御覽》四十二。《樂府詩集》八十八。《詩紀》八。）
Lu1983.280	8.50	【獻帝初京都童謠】				〖《後漢書》曰：獻帝元初。京都童謠。按千里草為董。十日卜為卓。凡別字之體。皆從上起。左右離合。無有從下發端者也。今二字如此者。天意若曰：卓自下麾上。以臣陵君者也。青青暴盛之貌。不得生者。亦旋破亡也。〗	千里草。何青青。十日卜。不得生。（○《後漢書》五行志。《三國志》董卓傳注。意林四。《樂府詩集》八十八。《文選》補遺三十五作京都童謠。《詩紀》八。）
Lu1983.281	8.51	【獻帝初童謠】				〖《後漢書》曰：獻帝初童謠。公孫瓚以為易地當之。遂徙鎮焉。乃修城積穀。以待天下之變。建安三年。袁紹攻瓚。瓚大敗。縊其姊妹妻子。引火自焚。紹兵趣登台斬之。初。瓚破黃巾。殺劉虞。乘勢南下。侵據齊地。雄威大振。而不能開廓遠圖。欲以堅城觀時。坐聽圍戮。斯亦自易地而去世也。〗	燕南垂。趙北際。中央不合大如礪。唯有此中可避世。（○《後漢書》公孫瓚傳。《三國志》公孫瓚傳注。《御覽》百六十二、七百六十七。《樂府詩集》八十八。《詩紀》八。）
Lu1983.282	8.52	【初平中長安謠】				〖《後漢書》曰：初平四年九月甲午。試儒生四十餘人。上第賜位郎中。次太子舍人。下第者罷之。詔曰：今耆舊年逾六十。去離本土。營求糧資。不得專業。結童入學。白首空歸。朕甚愍焉。其依科罷聽為太子舍人。注引劉文獻帝紀	曰：時長安中為之謠曰：〗XX頭白皓然。食不充糧。裹衣蹇裳。當還故鄉。聖王愍念。悉用補郎。舍是布衣。被彼玄黃。（○《後漢書》獻帝紀注。）
Lu1983.283	8.53	【興平中吳中童謠】				〖吳志曰：初興平中吳中童謠。閶門。吳西郭門。夫差所生也。〗	黃金車。班蘭耳。開閶門。出天子。（○《三國志》吳書孫權傳。《詩紀》八。）
Lu1983.284	8.54	【建安初荊州童謠】				〖《後漢書》曰：言自中興以來。荊州無破亂。及劉表為牧。又豐樂。至此逯八九年。當始衰者。謂劉表妻當死。諸將並零落也。十三年無孑遺者。言十三年表又當死。民當移詣冀州也。〗	八九年間始欲衰。至十三年無孑遺。（○《後漢書》五行志。《搜神記》六。渚宮舊事四。《詩紀》八。）
Lu1983.285	8.55	【漢末洛中童謠】				〖述異記曰：漢末大飢。洛中謠雲。〗	雖有千黃金。無如我斗粟。斗粟自可飽。千金何所直。（○《御覽》八百四十。）
Lu1983.286	8.56	【漢末江淮間童謠】				〖述異記曰：漢末大飢。江、淮間童謠曰：〗	大兵如市。人死如林。持金易粟。粟貴于金。（○《御覽》八百四十。）
Lu1983.287	8.57	【京師為光祿茂才謠】				〖《後漢書》曰：舊制光祿舉三署郎。以功高久次才德尤異者為茂才異行。時權富子弟。以人事得舉。而貧約守志者。以窮迫見遺。京為三謠曰：〗	欲得不能。光祿茂才。（○《後漢書》黃琬傳。《詩紀》八作京都謠。）
Lu1983.288	8.58	【閻君謠】				〖《華陽國志》曰：閻憲。宇孟度。成固人也。為綿竹令。以禮為化。民莫敢犯。男子杜成夜行。得遺物一囊。中有錦二十匹。求其主還之。曰：縣有明君。何負其化。童謠歌曰：〗	閻君賦政。既明且昶。去苛去碎。動以禮讓。（○《華陽國志》十。《御覽》四百六十五。《詩紀》八。）
Lu1983.289	8.59	【東門奐謠】				〖魯國先賢傳曰：東門奐。歷吳郡濟陰太守。所在貪濁。謠曰：〗	東門奐。取吳半。吳不足。濟陰續。（○《御覽》四百九十二。）
Lu1983.290	8.60	【商子華謠】				〖商氏家傳曰：商亮。字子舉。舉孝廉。到楊城。遇兩虎爭一羊。亮按劍直前斬羊。虎乃各以其半去。時人為之謠曰：〗	石里之勇商子華。暴虎見之藏爪牙。（○《御覽》四百三十六引殷氏家傳、四百六十五引商氏家傳。）
Lu1983.291	8.61	【時人謠】				〖《春秋考異郵》曰：龍斗。下血如注。時人謠曰：〗	五侯之斗血成江。（○《白帖》十五。）
Lu1983.292	8.62	【擿洛謠】				〖詩泛歷樞曰：擿洛謠曰：〗	剡者配姬以放賢。山崩水潰納小人。家伯罔主異哉震。（○黃氏逸書考引古微書。）
Lu1983.293	8.63	【京師為唐約謠】				〖謝承《後漢書》曰：唐約。字仲謙。拜尚書。數有直言善策。處官不言貨利之事。當法不阿所私。京師謠曰：〗	治身無嫌。唐仲謙。（○事文《類聚》新集四。姚集謝承《後漢書》。古謠諺十六。）
Lu1983.294	8.64	【蔣橫遘禍時童謠】				〖全唐文齊光義後漢亭侯蔣澄碑曰：父橫。大將軍。復遒侯。初遭禍。為司隸羌路所譖。時童謠曰：〗	君用讒慝。忠烈是殛。鬼怨神怒。妖氣充塞。（○全唐文三百五十四。古謠諺八十一。）
Lu1983.295	8.65	【錫山古謠】				〖常州圖經曰：惠山之側有錫山。其山出錫。古謠雲。〗	有錫兵。無錫寧。（○常州圖經。○古謠諺引陸羽慧山寺記曰：慧山。古華山也。山東峰當周秦間。大產鉛錫。至漢興方殫。故創無錫縣。自光武至孝順之世。錫果竭。順帝更為吳錫縣。屬吳郡。）
Lu1983.296	8.66	【時人為三茅君謠】			〖《詩紀》作茅山父老歌。注云。外編作大茅君。誤。〗	〖李尊茅君內傳曰：茅盈。咸陽人也。得道隱句曲。邦人因改句曲為茅君之山。時盈二弟俱貴。衷為五官大夫。西河太守。固為執金吾。各棄官渡江。來兄于東山。后鹹得仙道。太上命固治丹陽句曲山。衷治良常之山。盈為司命真君東獄上卿。於是盈與二弟決別俱去。固、衷留治山。漢平帝元壽二年也。內法既融。外教坦平。爾乃風雨以時。五禾成熟。疾癘不起。暴害不行。父老歌曰：○逯案。道藏茅君志。茅固字季偉。而《後漢書》郭太傳附有茅季偉傳。內傳所言。當即此人。然則三茅君謠。至早不過後漢末年。今依楊氏古詩存目為題。附之本卷。〗	茅山連金陵。江湖據下流。三神乘白鶴。各在一山頭。佳雨灌畦稻。陸地亦復周。妻子保堂室。使我無百憂。白鶴翔青天。何時復來游。（○《初學記》三十。《御覽》九百十六。茅山志。《詩紀外集》一。）
Lu1983.297	8.67	【光武述時人語】				〖《後漢書》曰：時匈奴數犯塞。帝患之。乃召百僚廷議。郭憲以為天下疲敝。不宜動眾。諫爭不合。乃伏地稱眩瞀。帝令兩郎扶下殿。憲亦不拜。帝曰常聞云云。竟不虛也。〗	關東觥觥。（○《後漢書》郭憲傳。《郭子》橫。）
Lu1983.298	8.68	【時人為郭況語】				〖拾遺記曰：郭況。光武皇后之弟也。累金數億。家僮四百餘人。以黃金為器。工冶之聲。震於都鄙。時人謂郭氏之室。不雨而雷。言其鑄鍛之聲盛也。錯雜寶以飾台榭。懸明珠于四垂。書視之如星。夜望之如月。里語曰云云。其寵者以玉器盛食。故東宮謂郭家為瓊廚金穴。〗	洛陽多錢郭氏室。月夜書晝富無匹。（○拾遺記六。）
Lu1983.299	8.69	【時人為郭況語】				〖拾遺記曰：漢郭況。光武皇后之弟也。累金數億。里語曰：〗	洛陽多錢。郭氏萬千。（○《太平廣記》二百三十六。）
Lu1983.300	8.70	【光武引諺】				〖《後漢書》曰：時帝姊湖陽公主新寡。帝與共論朝臣。微觀其意。主曰：宋公威容德器。群臣莫及。帝曰：方且圖之。后弘被引見。帝令主坐屏風后。因謂弘曰：諺言云云。人情乎。弘曰：臣聞貧賤之知不可忘。糟糠之妻不下堂。帝顧謂主曰：事不諧矣。〗	貴易交。富易妻。（○《後漢書》宋弘傳。《初學記》十。《御覽》百五十二、八百五十四、四百九十五。又五百十七引謝承《後漢書》、七百一引東觀《漢記》。）
Lu1983.301	8.71	【宋弘引語】					貧賤之知不可忘。糟糠之妻不下堂。（○《後漢書》宋弘傳。《御覽》百五十二、八百五十四、四百九十五。又五百十七引謝承后《漢書》、七百一引東觀《漢記》。）
Lu1983.302	8.72	【南陽為杜師語】				〖《後漢書》曰：南陽太守杜師。政治清平。百姓便之。又修治陂池。廣拓土田。郡內比室殷足。時人以方召信臣。南陽為之語曰：〗	前有召父。後有杜母。（○《後漢書》本傳。《御覽》二百六十。《詩紀》九作南陽諺。）
Lu1983.303	8.73	【時人為廉范語】				〖《後漢書》曰：初范與洛陽慶鴻為刎頸交。時人稱曰：〗	前有管鮑。後有慶廉。（○《後漢書》本傳。《御覽》四百七、四百九。）
Lu1983.304	8.74	【班固引諺論經方】				〖《漢書》藝文志曰：諺曰：〗	有病不治。常得中醫。（○《漢書》藝文志。）
Lu1983.305	8.75	【班昭女誡引鄙諺】				〖女誡敬慎第三曰：陰陽殊性。男女異行。陽以剛為德。陰以柔為用。男以強為貴。女以弱為美。故鄙諺曰：〗	生男如狼。猶恐其尫。生女如鼠。猶恐其虎。（○《後漢書》曹世叔妻傳。）
Lu1983.306	8.76	【王逸引諺】				〖正部曰：明刑審法。憐民惠下。生者不怨。死者不恨。諺曰：〗	政如冰霜。奸軌消亡。威如雷霆。寇賊不生。（○意林四。）
Lu1983.307	8.77	【虞詡引諺】				〖《後漢書》曰：永初四年。羌胡反亂。殘破並涼。大將軍鄧騭欲棄涼州。詡聞之。乃說李修曰：公卿定策。當棄涼州。求之愚心。未見其便。喭曰云云。觀其習兵庄勇。實過餘州。今羌胡所以不敢入據三輔。以涼州在后故也。〗	關西出將。關東出相。（○《後漢書》虞詡傳。）
Lu1983.308	8.78	【王符引諺論得賢】				〖潛夫論曰：諺曰：〗	一犬吠形。百犬吠聲。（○潛夫論賢難篇。）
Lu1983.309	8.79	【京師為黃香號】				〖《後漢書》曰：黃香。字文強。江夏人。博學經典。究精道術。京師號曰：〗	天下無雙。江夏黃童。（《白帖》作香。《御覽》或作香。《初學記》或作國士瞻重。○《後漢書》本傳。《初學記》十一、十七。《白帖》六。《御覽》二百十五、三百八十四、四百九十五、六百十六並引東觀《漢記》。《詩紀》九作江夏黃童。）
Lu1983.310	8.80	【人為高慎語】				〖陳留耆舊傳曰：高慎。字孝甫。敦質少華。口不能劇談。嘿而好沈深之謀。人謂之曰：〗	嶷然不語。名高孝甫。（○《御覽》二百六十五。《詩紀》八作高孝甫歌。）
Lu1983.311	8.81	【潁川為荀爽語】				〖《後漢書》曰：爽字慈明。幼而好學。耽思經書。慶弔不行。征命不應。潁川為之語曰：〗	荀氏八龍。慈明無雙。（《後漢書》荀淑傳。《御覽》三百八十五引荀氏家傳、四百九十五引續《漢書》。《詩紀》九作荀氏八龍。）
Lu1983.312	8.82	【崔實引農家諺】					上火不落。下火滴沰。（○楊慎古今諺引四民月令。康熙字典水部沰字下引。○逯案。楊慎引崔實四民月令諺共十六條。其中如羸牛劣馬寒食下。乃齊民要術引諺。不出四民月令。據此。楊氏著錄者。未宜輕信。今依康熙字典載此條。）
Lu1983.313	8.83	【崔寔引里語】				〖政論曰：頃間以來。歲且一赦。百姓妞妖。輕為奸非。諺曰：〗	一歲再赦。奴兒喑惡。（《御覽》或作喑啞。《詩紀》同。或作噫唶。○群書治要四十五。《御覽》四百九十六、六百五十二。）
Lu1983.314	8.84	【李固引語】				〖《後漢書》王龔傳曰：龔深疾宦官專權。上書極言其狀。請加放斥。諸黃門各使賓客誣奏龔罪。順帝命亟自實。前據李固時為大將軍梁商從事中郎。乃奏記于梁商曰：宜加表救。濟王以之艱難。語曰：〗	善人在患。飢不及餐。（○《後漢書》王龔傳。）
Lu1983.315	8.85	【益州長為尹就諺】				〖《後漢書》曰：李固駁曰：前中郎尹就討益州畔羌。益州諺曰：〗	虜來尚可。尹來殺我。（○《後漢書》南蠻傳。《華陽國志》巴志。）
Lu1983.316	8.86	【天下為賈彪語】				〖《後漢書》曰：彪兄弟三人。並有高名。而彪最優。故天下稱曰：〗	賈氏三虎。偉節最怒。（○《後漢書》賈彪傳。《御覽》四百九十六。《詩紀》九作賈偉節。）
Lu1983.317	8.87	【應劭引俚語論正失】				〖風俗通曰：宋均令虎渡江。謹案虎山棲穴處。毛鬛婆娑。豈能犯陽侯凌濤瀨而橫厲哉。俚語。〗	狐欲渡河。無奈尾河。（○風俗通正失篇。《水經注》沔水篇。《御覽》八百九十一。）
Lu1983.318	8.88	【應劭引俚語論愆禮】				〖風俗通曰：山陽太守汝南薛恭祖。喪其妻不哭。謹案禮為適妻杖。重於宗也。且鳥獸之微。尚有回翔之思。啁噍之痛。何有死喪之感。始終永絕。而曾無惻容。此為矯情。偽之至也。俚語。〗	婦死腹悲。唯身知之。（○風俗通愆禮篇。）
Lu1983.319	8.89	【應劭引里語論日蝕】				〖風俗通曰：俗說臨日月薄食而飲。令人蝕口。謹案日太陽之精。君之象也。日有食之。天子不舉樂。里語。〗	不救蝕者。出行遇語。（○《御覽》八百四十九。）
Lu1983.320	8.90	【應劭引里語論主客】				〖風俗通曰：里語曰：〗	越陌度阡。更為客主。（○《文選》二十七短歌行注。）
Lu1983.321	8.91	【應劭引里語論讞獄】				〖風俗通曰：頃者。廷尉多牆面。而苟充茲位。持書侍御史。不復平議。讞當糾紛。豈一事哉。里語曰：〗	縣官漫漫。冤死者半。（○《御覽》二百二十六、四百九十六。）
Lu1983.322	8.92	【應劭引里語】				〖漢官儀曰：里語曰：〗	仕宦不止車生耳。（○《御覽》四百九十六。）
Lu1983.323	8.93	【應劭引語論正失】				〖風俗通曰：王陽能鑄黃金。謹按物之變化。固自有極。王陽何人。獨能乎哉。語曰：〗	金不可作。世不可度。（○風俗通正失篇。）
Lu1983.324	8.94	【時人為龐氏語】				〖風俗通曰：龐儉少失父。不知所在。后穿井得錢。所求蒼頭。乃父也。時人語曰：〗	廬里諸龐。鑿井得銅。買奴得翁。（《御覽》作公。○《類聚》三十五。《初學記》十九。《白帖》六。《御覽》四百七十二、五百、八百三十六。又《御覽》百八十九引銅、翁二韻。）
Lu1983.325	8.95	【民為二殽語】				〖風俗通曰：殺在弘農澠池縣。其語曰：〗	東殽西殽。澠池所高。（○風俗通山澤篇。）
Lu1983.326	8.96	【南陽為衛修陳茂語】				〖風俗通曰：汝南陳茂君因為荊州刺史。不入宛城。引車到城東。為友衛修母拜。修坐事系獄。茂彈繩不撓。修竟極罪。南陽疾茂殺修。為之語曰：〗	衛修有事。陳茂治之。衛修無事。陳茂殺之。（○風俗通過譽篇。）
Lu1983.327	8.97	【公沙六龍】				〖袁山松《後漢書》曰：公沙穆有六子。時人號曰：〗	公沙六龍。天下無雙。（○《御覽》四百九十五。）
Lu1983.328	8.98	【民為五門語】				〖三輔決錄曰：五門。今在河南西四十里澗、谷、洛三水之交。傳聞馬氏兄弟五人共居此地。作五門客舍。因以為名。主養豬賣豚。故民為之語曰：〗	苑中三公。館下二卿。五門嚄々。但聞豚聲。（○《御覽》四百九十六、八百二十八、九百三。《詩紀》九作五門。）
Lu1983.329	8.99	【時人為作奏語】				〖笑林曰：桓帝時。有人辟公府掾者。倩人作奏記文。人不能為作。因語曰：梁國葛龔者。先善為記文。自可為用。不煩更作。遂從人言寫記文。不去龔名姓。府公大驚。不答而罷歸。故時人語曰：〗	作奏雖工。宜去葛龔。（○《後漢書》葛龔傳注。《御覽》四百九十五。《詩紀》九作作奏。）
Lu1983.330	8.100	【高誘引諺論毀譽】				〖《淮南子》注曰：語曰：〗	欲人不知。莫如不為。（○《淮南子》二十四說林訓注。）
Lu1983.331	8.101	【武陵人為黃氏兄弟諺】				〖襄陽耆舊傳曰：黃穆。字伯開。博學。為山陽守。有德政。弟奐。字仲開。為武陵太守。貪穢無行。武陵人諺曰：〗	天有冬夏。人有二黃。（○《御覽》二十二。又四百九十二作武陵人謌。）
Lu1983.332	8.102	【時人為楊氏四子語】				〖《華陽國志》曰：泰瑛。南鄭楊相妻。大鴻臚劉巨公女也。有四男二女。相亡。教訓六子。動有法矩。長子元玲。次子仲玲。兄弟為名士。泰瑛之教。流於三世。四子才官。隆于先人。幫時人為之語曰：〗	三苗不止。四珍復起。（○華陽國漢中士女志。古謠諺三十三。○逯案。《華陽國志》十二劉巨公為後漢人。）
Lu1983.333	8.103	【羊元引諺】				〖謝承《後漢書》曰：仇覽。字季智。陳留考城人也。為縣陽遂亭長。有羊元者。凶惡不孝。其母詣覽告之。覽呼元責誚之。以子道與孝經一卷。使誦讀之。元深改悔。至母前謝罪曰：元少孤。為母所驕。諺曰云云。乞今自改。母子更相向泣。於是元遂修孝道。后成佳士也。○逯案。羊元《後漢書》注引作陳元。〗	孤犢觸乳。驕子詈母。（○《後漢書》仇香傳注。《御覽》六百十。）
Lu1983.334	8.104	【古諺】				〖任昉述異記曰：漢世古諺雲。〗	雖有神葯。不如少年。雖有珠玉。不如金錢。（○《御覽》九百八十四。）
Lu1983.335	8.105	【時人為郭典語】				〖江表傳曰：郭典。字君業。為鉅鹿太守。與中郎將董卓攻黃巾賊張寶于曲陽。典作圍塹。卓不肯。典獨于西當賊之沖。晝夜進攻。寶由不得城守不敢出。時人為之語曰：〗	郭君圍塹。董將不許。幾令狐狸。化為豺虎。賴我郭君。不畏強御。轉機之間。敵為窮虜。猗猗惠君。實完疆土。（○《御覽》四百九十六。《詩紀》九作郭君。）
Lu1983.336	8.106	【時人為周澤語】			〖《詩紀》作太常妻。〗	〖漢官儀曰：北海周澤為太常。恆齊。其妻憐其年老疲病。窺內問之。澤大怒。以為干齊。掾吏叩頭爭之。不聽。遂收送詔獄。並自劾。論者非其激發不實。諺曰：〗	居世不諧為太常妻。一歲三百六十日。三百五十九日齊。一日不齊醉如泥。既作事。復低迷。（○《初學記》十二。《御覽》二百二十八。《詩紀》九作太常妻。又《後漢書》本傳、《類聚》四十九、《御覽》五百二十並引妻、齊、泥三韻。又《白帖》二十一引妻、泥二韻。）
Lu1983.337	8.107	【崔實引語】				〖政論曰：〗	小民發如韭。剪復生。頭如雞。割復鳴。吏不必可畏。從來必可輕。奈何慾望平。（《御覽》作乎。誤。○《御覽》九百七十六。）
Lu1983.338	8.108	【時人為桓典語】			〖《詩紀》作避驄。〗	〖《後漢書》曰：桓典。字公雅。靈帝時為侍御史。是時宦官秉政。典執正無所迴避。常乘驄馬。京師畏憚。為之語曰：〗	行行且止。避驄御史。（○《後漢書》本傳。《書鈔》六十二引續《漢書》。《類聚》九十三引東觀《漢記》。《初學記》十二。《御覽》二百二十七、四百二十七。又八百九十四引東觀《漢記》。《詩紀》九作避驄。）
Lu1983.339	8.109	【益都鄉里為柳宗語】				〖《華陽國志》曰：柳宗。字伯騫。成都人。為州郡右職。務在進賢。州里為諺曰：〗	得黃金一笥。不如為柳伯騫所識。（○《華陽國志》蜀郡士女贊。《御覽》二百六十三、四百九十六。《詩紀》九作柳伯騫。）
Lu1983.340	8.110	【時人為貢舉語】				〖《抱朴子》曰：桓、靈之世。更相濫舉。故人為之語曰：〗	舉秀才。不知書。舉孝廉。父別居。寒素清白濁如泥。高第良將怯如黽。（《御覽》作蠅。○《抱朴子》審舉篇。《書鈔》七十九。《御覽》四百九十六。又《樂府詩集》八十七、《詩紀》八並作後漢桓靈時謠。各引書、居兩韻。○逯案。《晉書》引作舉秀才。濁如泥。舉良將。怯如雞。與此不相同。）
Lu1983.341	8.111	【宣城為封使君語】				〖述異記曰：漢宣城郡守封劭。死化為虎。食郡民。呼之曰封使君。因去不復來。故時語曰：〗	無作封使君。生來治民死食民。（○任昉述異記。）
Lu1983.342	8.112	【益都為任文公語】				〖《後漢書》曰：公孫述時。武擔石折。文公曰：噫。西州智士死。我乃當之。自是常會聚子孫設酒食。后三月果卒。益都為之語曰：〗	任文公。智無雙。（○《後漢書》本傳。《御覽》四百三十二引《華陽國志》。）
Lu1983.343	8.113	【馬皇后引俗語】				〖東觀《漢記》曰：明德馬後。時上欲封諸舅。外間白太后。曰：吾自念親屬。皆無柱石之功。俗語。〗	時無赭。澆黃土。（○《御覽》四百九十五。）
Lu1983.344	8.114	【崔寔引里語】				〖崔寔政論曰：今典州郡者。自違詔書。縱意出入。故里語曰：〗	州郡記。如霹靂。得詔書。但掛壁。（○《初學記》二十四。《御覽》十三、四百九十六、五百九十三。詩記九。）
Lu1983.345	8.115	【崔寔引農語】			〖《詩紀》作四民月令引農語二章。〗		二月昏。參星夕。杏花盛。桑椹赤。XX河射角。堪夜作。犁星沒。水生骨。（○古謠諺三十七引齊民要術。○逯案。齊民要術無此條。）
Lu1983.346	8.116	【京師為袁成諺】				〖英雄記曰：袁紹父成。字文開。貴盛。自梁冀以下。皆與交。言無不從。京師諺曰：〗	事不諧。詣文開。（○《三國志》袁紹傳注。《後漢書》袁紹傳注。《御覽》三百八十六、四百九十六。《詩紀》九作袁文開。）
Lu1983.347	8.117	【天下為四侯語】				〖《後漢書》曰：單超。河南人。徐璜。下邳良城人。具瑗。魏郡元城人。左悺。河南平陰人。唐衡。潁川郾人。世謂之五侯。自是權歸宦官。朝廷日亂。其後四侯轉橫。天下為之詔曰：〗	左回天。具獨坐。徐卧虎。唐兩墮。（《御覽》引風俗通作左回天。徐轉日。具獨坐。唐應聲。○《後漢書》單超傳。《御覽》四百九十三。又二百引后《漢書》、三百九十三、四百九十六並引風俗通。）
Lu1983.348	8.118	【京師為張盤語】				〖謝承《後漢書》曰：丹陽張盤。字子石。以操行為廬江太守。京師諺曰：〗	聞清白。張子石。（○《書鈔》三十八。）
Lu1983.349	8.119	【人為徐聞縣諺】				〖《元和郡縣誌》曰：漢置左右侯官。在徐聞縣南一里。積物於此。備其所求。與交易有利。故諺曰：〗	欲拔貧。詣徐聞。（○輿地紀勝一百十八。）
Lu1983.350	8.120	【京師為鮑永鮑恢語】				〖鮑永、鮑恢為從事。京師語曰：〗	貴戚斂手避二鮑。（○《御覽》三百七引《漢書》。）
Lu1983.351	8.121	【時人為折氏諺】				〖《華陽國志》曰：折像。字伯式。雒人也。事東平虞叔雅。以道教授門人。朋友自遠而至。時人為諺曰：〗	折氏客誰。朱雲卿段節英。中有佃子趙仲平。但說天文論五經。（○《華陽國志》廣漢士女贊。）
Lu1983.352	8.122	【王符引諺論守邊】				〖潛夫論曰：乃者邊患震如雷霆。而談者皆諱之。欲令朝廷以寇為小。而不蚤憂。患乃至此。尚不欲救。諺曰：〗	痛不著身言忍之。錢不出家言與之。（○潛夫論救邊篇。《御覽》八百三十六。）
Lu1983.353	8.123	【三府為朱震語】				〖《後漢書》曰：朱震。字伯厚。為州從事。奏濟陰太守贓罪之數。諺曰：〗	車如雞棲馬如狗。疾惡如風朱伯厚。（○《後漢書》陳蕃傳。《書鈔》三十九、七十三。《類聚》九十三。《御覽》二百六十五、八百九十四。《詩紀》九作朱伯厚。）
Lu1983.354	8.124	【時人為貢舉語】				〖《抱朴子》曰：桓、靈之世。更相濫舉。故人為之語曰：〗	古人慾達勤誦經。今民圖官勉治生。（○《抱朴子》審舉篇。《御覽》四百九十六。）
Lu1983.355	8.125	【趙岐引南陽舊語】				〖三輔決錄曰：平陵范氏。南陽舊語曰云云。言其廉儉也。〗	前隊大夫范仲公。鹽蒜果共一筒。（《顏氏家訓》書證篇。《御覽》四百三十一、八百五十五、九百七十七。）
Lu1983.356	8.126	【考城為仇覽諺】				〖《後漢書》曰：仇覽。陳留考城人。為蒲亭長。陳元之母。詣亭告元不孝。乃親到元家與其母子飲。因為陳人倫孝行。譬以禍福。元卒成孝子。鄉邑為之諺曰：〗	父母何在在我庭。化我鳲梟哺所生。（○《後漢書》仇香傳。《詩紀》九作考城諺。）
Lu1983.357	8.127	【時人為孔氏兄弟語】				〖《孔叢子》曰：子和二子。長曰長彥。次曰季彥。甘貧味道。研精墳典。十餘年間。會徒數百。故時人為之語曰：〗	魯國孔氏好讀經。兄弟講誦皆可聽。學士來者有聲名。不過孔氏那得成。（○《御覽》三百八十五。《詩紀》九作魯國孔氏。）
Lu1983.358	8.128	【華容女子獄中歌吟】				〖《搜神記》曰：建安初。華容有女子在獄中歌吟曰云云。后無幾。太祖平荊州。以涿州李立字建賢為荊州刺史。〗	不意李立為貴人。（○《三國志》劉表傳注。）
Lu1983.359	8.129	【闞駰引語】				〖十三州志曰：冀州之地。蓋古京也。人患剽悍。故語曰云云。其人剛狠。淺于恩義。無賓序之禮。懷居慳嗇。古語云雲。亦履山之險。為逋逃之藪。〗	仕宦不偶值冀部。XX幽冀之人鈍如椎。（○同上）
Lu1983.360	8.130	【王符引諺論考績】				〖潛夫論曰：聖漢踐祚。載祀四八。而猶未治者。教不假而功不考。賞罰稽而赦贖數也。諺曰：〗	曲木惡直繩。重罰惡明證。（意林作政。○潛夫信紙考績篇。意林三。）
Lu1983.361	8.131	【時人為王符語】				〖《後漢書》曰：度遼將軍黃甫規。解官歸安定。鄉人有以貨得雁門太守者。亦去職還家。書刺謁規。規卧不迎。有頃又白王符在門。規素聞符名。乃驚遽而起。衣不及帶。屣履出迎。援符手而還與同坐。極歡。時人為之語曰：〗	徒見二千石。不如一縫掖。（《御覽》或作腋。○《後漢書》王符傳。《白帖》二十六。《御覽》四百七十四、四百九十五、五百二。《詩紀》八作縫掖。）
Lu1983.362	8.132	【鄉里為雷義陳重語】				〖《後漢書》曰：雷義舉茂才。讓于陳重。刺史不聽。義遂佯狂披髮。走不應命。鄉里為之語曰：〗	膠漆自謂堅。不如雷與陳。（○《後漢書》雷義傳。《類聚》二十一。《白帖》十、十四。《御覽》四百七、四百二十四、七百六十六。）
Lu1983.363	8.133	【鄭玄引俗語】				〖禮記曲禮注。俗語云。〗	隱疾難為醫。（○禮記曲禮注。）
Lu1983.364	8.134	【時人為呂布語】				〖曹瞞傳曰：時人語曰：〗	人中有呂布。馬中有赤兔。（○《後漢書》呂布傳注。《三國志》呂布傳注。《類聚》九十三。《白帖》二十九。《御覽》四百九十六、八百九十七。《詩紀》九作時人語。）
Lu1983.365	8.135	【關中為游殷諺】				〖三輔決錄曰：游殷。字幼齊。為胡軫所害。月餘。軫得病。但言伏伏。遊動劉將鬼來。於是遽死。關中諺曰：〗	生有知人之明。死有貴神之靈。（《御覽》或作鬼靈之驗。○魏志張既傳注。《御覽》四百四十四、四百九十六。）
Lu1983.366	8.136	【京師為戴憑語】				〖《後漢書》曰：戴憑。字次仲。汝南平輿人。正旦朝賀。百僚畢會。帝令群臣能說經者更相難詰。義有不通。輒奪其席以益通者。憑遂重坐五十餘席。故京師為之語曰：〗	解經二不窮。戴侍中。（○《後漢書》本傳。《書鈔》五十八、一百。《類聚》五十五、六十九。《類聚》五十五、六十九。《御覽》二百十九、四百九十五、六百十五。《詩紀》九作戴侍中。）
Lu1983.367	8.137	【京師為井丹語】				〖《後漢書》曰：井丹。字大春。扶風郿人。受業太學。通五經。善談論。故京師為之語曰：〗	五經紛綸。井大春。（○一百並引三輔決錄。《白帖》二十六。《御覽》四百十引《高士傳》、四百七十四、四百九十五、五百一併引逸民傳、六百十五引東觀《漢記》。《詩紀》九作井大春。）
